sentence,path
ur asent-d-ttṣeggideɣ iselman,"common_voice_kab_23696801,common_voice_kab_23597672"
ur asent-d-xeddmeɣ iruka-nsent,"common_voice_kab_23972288,common_voice_kab_23666320"
ur asent-d-yefki ara udem,"common_voice_kab_18136923,common_voice_kab_18097458,common_voice_kab_18236718,common_voice_kab_18425149,common_voice_kab_18165024,common_voice_kab_18124167,common_voice_kab_18140320,common_voice_kab_18270401"
ur asent-d-zeddmeɣ isura,"common_voice_kab_23366280,common_voice_kab_22963335"
ur asent-d-ḥekkuɣ tiḥkayin,"common_voice_kab_23360218,common_voice_kab_23174467"
ur asent-felluɣ imeẓẓuɣen-nsent,"common_voice_kab_24964886,common_voice_kab_28570263"
ur asent-ferrneɣ tidal-nsent,"common_voice_kab_23545624,common_voice_kab_23636124"
ur asent-ferrseɣ abrid,"common_voice_kab_22382782,common_voice_kab_22389864"
ur asent-ferrseɣ igran-nsent,"common_voice_kab_23574637,common_voice_kab_23901260"
ur asent-ferrseɣ isekla-nsent,"common_voice_kab_23597481,common_voice_kab_23991167,common_voice_kab_23590196"
ur asent-ferrseɣ tiyuzaḍ-nsent,"common_voice_kab_23643110,common_voice_kab_23654068"
ur asent-ferruɣ uguren-nsent,"common_voice_kab_23614947,common_voice_kab_23408639"
ur asent-ferrḍeɣ lḥaṛa-nsent,"common_voice_kab_23684201,common_voice_kab_23593514"
ur asent-fessiɣ irkasen-nsent,"common_voice_kab_23668819,common_voice_kab_23575422"
ur asent-gdileɣ awal,"common_voice_kab_21778186,common_voice_kab_21421307,common_voice_kab_21496256,common_voice_kab_22456115,common_voice_kab_21609638,common_voice_kab_21463786"
ur asent-gezzmeɣ abrid,"common_voice_kab_22399309,common_voice_kab_22385234"
ur asent-gezzmeɣ abrid-nsent,"common_voice_kab_23853976,common_voice_kab_23557199,common_voice_kab_23856886"
ur asent-gezzmeɣ accaren-nsent,"common_voice_kab_23945378,common_voice_kab_23650177"
ur asent-gezzmeɣ acciwen,"common_voice_kab_22983226,common_voice_kab_22930916"
ur asent-gezzmeɣ awal,"common_voice_kab_22448372,common_voice_kab_21403908,common_voice_kab_21536398,common_voice_kab_21772436,common_voice_kab_21316122,common_voice_kab_21352979"
ur asent-gezzmeɣ aɣrum-nsent,"common_voice_kab_23688540,common_voice_kab_23498750"
ur asent-gezzmeɣ iɣfawen,"common_voice_kab_22929601,common_voice_kab_22978074"
ur asent-ggareɣ tamawt,"common_voice_kab_22398743,common_voice_kab_22394947"
ur asent-ismeḥsis ara,"common_voice_kab_18542749,common_voice_kab_18617337,common_voice_kab_18801543,common_voice_kab_22449982,common_voice_kab_18629477,common_voice_kab_18704006"
ur asent-jemmɛeɣ iɣmisen-nsent,"common_voice_kab_24011013,common_voice_kab_23661858"
ur asent-kellseɣ ifecka-nsent,"common_voice_kab_23624979,common_voice_kab_23412122"
ur asent-kellseɣ tuɣac-nsent,"common_voice_kab_23997741,common_voice_kab_23544047,common_voice_kab_23544125"
ur asent-kemmzeɣ iɛrar-nsent,"common_voice_kab_23630823,common_voice_kab_23427322"
ur asent-kerruɣ igaṛajen-inu,"common_voice_kab_23555168,common_voice_kab_23661948"
ur asent-kerrzeɣ iger-nsent,"common_voice_kab_23332442,common_voice_kab_23091127"
ur asent-kerrḍeɣ iḍebsiyen-nsent,"common_voice_kab_33134517,common_voice_kab_33977304"
ur asent-kfiɣ lḥeqq,"common_voice_kab_20816586,common_voice_kab_20841357,common_voice_kab_21919612,common_voice_kab_20866433,common_voice_kab_20942006"
ur asent-kkateɣ ajewwaq,"common_voice_kab_22956420,common_voice_kab_22855555"
ur asent-kkateɣ lɣiḍa,"common_voice_kab_21406381,common_voice_kab_21379102,common_voice_kab_22335759,common_voice_kab_21554642,common_voice_kab_21340268"
ur asent-kkateɣ tagiṭart,"common_voice_kab_22855628,common_voice_kab_22958340"
ur asent-kkateɣ tissegnatin,"common_voice_kab_23128684,common_voice_kab_23341046"
ur asent-lliɣ d ugur,"common_voice_kab_22418375,common_voice_kab_21443982,common_voice_kab_21740962,common_voice_kab_21563628,common_voice_kab_21491017"
ur asent-meccḍeɣ acebbub-nsent,"common_voice_kab_23655321,common_voice_kab_23644789"
ur asent-mmaleɣ abrid,"common_voice_kab_21899239,common_voice_kab_21315603,common_voice_kab_21363473,common_voice_kab_21404238,common_voice_kab_21564033"
ur asent-neqqceɣ tibḥirt-nsent,"common_voice_kab_23643347,common_voice_kab_23652586"
ur asent-nniɣ amya,"common_voice_kab_20401579,common_voice_kab_20419306,common_voice_kab_21869251,common_voice_kab_20862217,common_voice_kab_20500031"
ur asent-qeffleɣ ikerbasen-nsent,"common_voice_kab_33049271,common_voice_kab_33751753"
ur asent-qqar acemma,"common_voice_kab_18180993,common_voice_kab_22692009,common_voice_kab_18272300,common_voice_kab_18166739,common_voice_kab_18195887,common_voice_kab_18517943"
ur asent-reffdeɣ afecku-nsent,"common_voice_kab_23558764,common_voice_kab_23668850"
ur asent-reggleɣ ijeɛbuben-nsent,"common_voice_kab_33741004,common_voice_kab_33115979"
ur asent-reggleɣ tamuɣli,"common_voice_kab_22961951,common_voice_kab_23370677"
ur asent-reggmeɣ imawlan-nsent,"common_voice_kab_23684246,common_voice_kab_23645261"
ur asent-rennuɣ deg lexlaṣ,"common_voice_kab_23335262,common_voice_kab_23102986"
ur asent-rennuɣ tinqiḍin,"common_voice_kab_22952237,common_voice_kab_23370589"
ur asent-reqqmeɣ afexxar-nsent,"common_voice_kab_23655308,common_voice_kab_23642030"
ur asent-reqquɣ i timuḍinin-nwent,"common_voice_kab_34232587,common_voice_kab_33142093"
ur asent-rewwiɣ leḥwal-nsent,"common_voice_kab_23853887,common_voice_kab_23563381"
ur asent-rewwiɣ tamuli,"common_voice_kab_22388926,common_voice_kab_22382109"
ur asent-sbabbayeɣ aqecwal,"common_voice_kab_23174596,common_voice_kab_23348713"
ur asent-sbubbuḍeɣ axeddim-nsent,"common_voice_kab_33118099,common_voice_kab_33605196"
ur asent-sbuḥruyeɣ tanarit-nsent,"common_voice_kab_33046591,common_voice_kab_33459091"
ur asent-sebbɣeɣ acebbub-nsent,"common_voice_kab_23945386,common_voice_kab_23645785"
ur asent-sebbɣeɣ axxam-nsent,"common_voice_kab_23556805,common_voice_kab_23843622"
ur asent-seffḍeɣ ifuyla-nsent,"common_voice_kab_23782814,common_voice_kab_23552835"
ur asent-seffḍeɣ ismawen-nsent,"common_voice_kab_23966600,common_voice_kab_23650018"
ur asent-seffḍeɣ zzjaj-nsent,"common_voice_kab_23806020,common_voice_kab_23552698"
ur asent-sekkṛeɣ tawwurt-nsent,"common_voice_kab_23933111,common_voice_kab_23880024"
ur asent-sfadayeɣ lmal-nsent,"common_voice_kab_23542053,common_voice_kab_23782782"
ur asent-sfatayeɣ axeddim-nsent,"common_voice_kab_25038344,common_voice_kab_24887400"
ur asent-sfawayeɣ tanarit-nsent,"common_voice_kab_27448751,common_voice_kab_25022585"
ur asent-sfulluḥeɣ iger-nsent,"common_voice_kab_23620479,common_voice_kab_23412355"
ur asent-sleɣmayeɣ iserdasen-nsent,"common_voice_kab_33489682,common_voice_kab_32999919"
ur asent-snuzuyeɣ akraren-nsent,"common_voice_kab_24871042,common_voice_kab_28558712,common_voice_kab_24899714"
ur asent-sqerdiceɣ taḍuft-nsent,"common_voice_kab_24854542"
ur asent-sqizzibeɣ,"common_voice_kab_20406342,common_voice_kab_20576680,common_voice_kab_20432740"
ur asent-ssalqayeɣ unan-nsent,"common_voice_kab_23556424,common_voice_kab_23825001"
ur asent-ssamaseɣ asif-nsent,"common_voice_kab_23410502,common_voice_kab_23621538"
ur asent-ssamaseɣ iceḍḍiḍen-nsent,"common_voice_kab_36467809,common_voice_kab_33179801"
ur asent-ssawaḍeɣ sslam,"common_voice_kab_22930942,common_voice_kab_22981353"
ur asent-ssaɣayeɣ ticemmaɛin-nsent,"common_voice_kab_34390255,common_voice_kab_33186441"
ur asent-ssaẓayeɣ ticulliḍin-nsent,"common_voice_kab_33659406,common_voice_kab_33048582"
ur asent-ssebṭaleɣ ttiɛadat-nsent,"common_voice_kab_33077684,common_voice_kab_33657196"
ur asent-sseddayeɣ taṛmist-nsent,"common_voice_kab_35098576"
ur asent-ssefrakeɣ taṛmist-nsent,"common_voice_kab_33950292,common_voice_kab_33116490"
ur asent-ssegraseɣ ucci-nsen,"common_voice_kab_23495922,common_voice_kab_23749024"
ur asent-ssegzaleɣ iḍrisen-nsent,"common_voice_kab_33046563,common_voice_kab_33459046"
ur asent-ssekcameɣ lkeṛh,"common_voice_kab_23365095,common_voice_kab_22947903"
ur asent-ssekrafeɣ acebbub-nsent,"common_voice_kab_33812538,common_voice_kab_33120413"
ur asent-ssekṛaheɣ tameddurt-nsent,"common_voice_kab_34394514,common_voice_kab_33179817"
ur asent-sselmadeɣ ad ɛument,"common_voice_kab_23403695,common_voice_kab_23608931"
ur asent-sselmadeɣ ilsawen,"common_voice_kab_23307541,common_voice_kab_23068385"
ur asent-ssemsawayeɣ acebbub-nsent,"common_voice_kab_33133614,common_voice_kab_33980740"
ur asent-ssemsawayeɣ leḥwal-nsent,"common_voice_kab_33151245,common_voice_kab_34276359"
ur asent-ssemɣareɣ tiṭṭawin-nsent,"common_voice_kab_32941615,common_voice_kab_33512961"
ur asent-ssencaweɣ tiyuzaḍ-nsent,"common_voice_kab_33118780,common_voice_kab_33742689"
ur asent-ssenduyeɣ akeffay-nsent,"common_voice_kab_33135432,common_voice_kab_34223743"
ur asent-ssenqaseɣ deg lexlaṣ,"common_voice_kab_23598460,common_voice_kab_23606069"
ur asent-ssenqaḍeɣ iḍrisen-nsent,"common_voice_kab_33115513,common_voice_kab_33811198"
ur asent-ssenṭaḍeɣ idlisen-nsent,"common_voice_kab_33438815,common_voice_kab_33021747"
ur asent-sseqcareɣ igumma-nsen,"common_voice_kab_23651389,common_voice_kab_23643260"
ur asent-sseqcareɣ tawwurt-nsent,"common_voice_kab_33117973,common_voice_kab_34569055"
ur asent-sserwaleɣ tiyuzaḍ-nsent,"common_voice_kab_33721804,common_voice_kab_33119160"
ur asent-sserwateɣ irden-nsent,"common_voice_kab_23646673,common_voice_kab_23666276"
ur asent-sserɣayeɣ lɣella-nsent,"common_voice_kab_25022583,common_voice_kab_28705797"
ur asent-ssewzaleɣ tasgunfut-nsent,"common_voice_kab_33118231,common_voice_kab_33677812"
ur asent-ssexlaɛeɣ arraw-nsent,"common_voice_kab_23745690,common_voice_kab_23645463"
ur asent-ssexsayeɣ tisfiwin-nsent,"common_voice_kab_32881010,common_voice_kab_33407487"
ur asent-ssexṣareɣ idrimen-nsent,"common_voice_kab_33047072,common_voice_kab_33486395"
ur asent-ssexṣareɣ lɛeqleyya-nsen,"common_voice_kab_32880957,common_voice_kab_33447806"
ur asent-ssexṣareɣ udmawen-nwen,"common_voice_kab_25047686,common_voice_kab_24873287"
ur asent-ssezgareɣ abrid,"common_voice_kab_22945531,common_voice_kab_23364035"
ur asent-ssezhuyeɣ arraw-nsent,"common_voice_kab_23888538,common_voice_kab_23875622"
ur asent-ssezlageɣ udmawen-nsent,"common_voice_kab_33408205,common_voice_kab_33046436"
ur asent-sseɛraqeɣ akraren-nsent,"common_voice_kab_33470996"
ur asent-sseɛyayeɣ arraw-nsent,"common_voice_kab_23972206,common_voice_kab_23661733"
ur asent-sseɛẓageɣ arraw-nsent,"common_voice_kab_23648193,common_voice_kab_23686630"
ur asent-sseɣlayeɣ s leqder-nsent,"common_voice_kab_32998981,common_voice_kab_33461503"
ur asent-sseɣtayeɣ iluɣma-nsent,"common_voice_kab_24899793,common_voice_kab_25329710"
ur asent-sseɣzafeɣ tasgunfut-nsent,"common_voice_kab_33514685,common_voice_kab_32999958"
ur asent-sseḍhareɣ i warraw-nsent,"common_voice_kab_33134616,common_voice_kab_33751687"
ur asent-sseḥfayeɣ tiferyin-nsent,"common_voice_kab_34667149,common_voice_kab_33118623"
ur asent-sseḥlayeɣ akraren-nsent,"common_voice_kab_33451118,common_voice_kab_33048347"
ur asent-sseḥmayeɣ axxam-nsent,"common_voice_kab_23643982,common_voice_kab_23651024"
ur asent-ssifsiseɣ ccɣel-nsen,"common_voice_kab_23598889,common_voice_kab_23696623"
ur asent-ssifsiseɣ ccɣel-nsent,"common_voice_kab_23645169,common_voice_kab_23824997"
ur asent-ssihriweɣ abrid,"common_voice_kab_22855899,common_voice_kab_22954952"
ur asent-ssirideɣ iqbac-nsent,"common_voice_kab_23944154,common_voice_kab_23575769"
ur asent-ssirideɣ tuɣmas-nsent,"common_voice_kab_23645006,common_voice_kab_23671937,common_voice_kab_23676833"
ur asent-ssruyeɣ arraw-nwent,"common_voice_kab_23419228,common_voice_kab_23624736"
ur asent-ssuffuɣeɣ leɛqel,"common_voice_kab_22917530,common_voice_kab_22965738"
ur asent-ssurufeɣ,"common_voice_kab_20805713,common_voice_kab_20418836,common_voice_kab_20396628,common_voice_kab_20488212,common_voice_kab_22652987,common_voice_kab_21848193"
ur asent-ssusumeɣ arraw-nsent,"common_voice_kab_23963221,common_voice_kab_23589395"
ur asent-ssutureɣ asaruf,"common_voice_kab_22971629,common_voice_kab_22920291"
ur asent-sswayeɣ aman yumsen,"common_voice_kab_23636113,common_voice_kab_23545727"
ur asent-sswayeɣ tibḥirt-nsent,"common_voice_kab_23644898,common_voice_kab_23736381"
ur asent-stenyayeɣ iselkinen-nsent,"common_voice_kab_35218458,common_voice_kab_33138828"
ur asent-sɣusuyeɣ lkisan-nsent,"common_voice_kab_23875563,common_voice_kab_23917418"
ur asent-sṭebṭubeɣ,"common_voice_kab_21797131,common_voice_kab_20418258,common_voice_kab_20475313,common_voice_kab_20392822,common_voice_kab_22478205,common_voice_kab_20475817"
ur asent-t-id-mlan ara,"common_voice_kab_22388255,common_voice_kab_22401515"
ur asent-t-id-mlant ara,"common_voice_kab_22971511,common_voice_kab_22929558"
ur asent-t-id-temla ara,"common_voice_kab_22966932,common_voice_kab_22915082"
ur asent-t-id-temlam ara,"common_voice_kab_22972218,common_voice_kab_22920407"
ur asent-t-id-temlamt ara,"common_voice_kab_22949612,common_voice_kab_23368720"
ur asent-t-id-temliḍ ara,"common_voice_kab_23351624,common_voice_kab_22941177"
ur asent-t-id-tettak ara,"common_voice_kab_22920804,common_voice_kab_22972242"
ur asent-t-id-tettakem ara,"common_voice_kab_23009348"
ur asent-t-id-tettakemt ara,"common_voice_kab_23140896,common_voice_kab_23344813"
ur asent-t-id-tettakeḍ ara,"common_voice_kab_23295236,common_voice_kab_23011291"
ur asent-t-id-teǧǧa ara,"common_voice_kab_22957585,common_voice_kab_23366576"
ur asent-t-id-teǧǧamt ara,"common_voice_kab_22965742,common_voice_kab_22917133"
ur asent-t-id-teǧǧiḍ ara,"common_voice_kab_22920104,common_voice_kab_22969801"
ur asent-t-id-ttaken ara,"common_voice_kab_22912354,common_voice_kab_22962915"
ur asent-t-id-ttakent ara,"common_voice_kab_22929617,common_voice_kab_22976917"
ur asent-t-id-yettak ara,"common_voice_kab_22961781,common_voice_kab_22959337,common_voice_kab_22860220"
ur asent-t-id-yeǧǧa ara,"common_voice_kab_22914292,common_voice_kab_22962367"
ur asent-t-id-ǧǧan ara,"common_voice_kab_22386672,common_voice_kab_22399382"
ur asent-t-id-ǧǧant ara,"common_voice_kab_22932790,common_voice_kab_22983260"
ur asent-t-ttakkeɣ ara,"common_voice_kab_18304972,common_voice_kab_18306182,common_voice_kab_18461725,common_voice_kab_18303366,common_voice_kab_18973749"
ur asent-tcuḥḥ ara ddunit,"common_voice_kab_19201514,common_voice_kab_20880289,common_voice_kab_20499919,common_voice_kab_19360177,common_voice_kab_21878212"
ur asent-temliḍ ara d acu ara xedment,"common_voice_kab_22605598,common_voice_kab_18891144,common_voice_kab_18907042,common_voice_kab_18837022,common_voice_kab_18867882,common_voice_kab_18851361"
ur asent-ten-id-mlan ara,"common_voice_kab_22971919,common_voice_kab_22924371"
ur asent-ten-id-mlant ara,"common_voice_kab_23359369,common_voice_kab_22941622"
ur asent-ten-id-temla ara,"common_voice_kab_22933324,common_voice_kab_23357062"
ur asent-ten-id-temlam ara,"common_voice_kab_23010433,common_voice_kab_23251757"
ur asent-ten-id-temlamt ara,"common_voice_kab_23376966,common_voice_kab_23221696,common_voice_kab_23221553"
ur asent-ten-id-temliḍ ara,"common_voice_kab_23331617,common_voice_kab_23072689"
ur asent-ten-id-tettak ara,"common_voice_kab_23147042,common_voice_kab_23348467"
ur asent-ten-id-tettakem ara,"common_voice_kab_23627507,common_voice_kab_23429036"
ur asent-ten-id-tettakemt ara,"common_voice_kab_23499130,common_voice_kab_23742609"
ur asent-ten-id-tettakeḍ ara,"common_voice_kab_23601119,common_voice_kab_23697071"
ur asent-ten-id-teǧǧa ara,"common_voice_kab_22936476,common_voice_kab_23351935"
ur asent-ten-id-teǧǧam ara,"common_voice_kab_23011435,common_voice_kab_23295086"
ur asent-ten-id-teǧǧamt ara,"common_voice_kab_23251519,common_voice_kab_23010431"
ur asent-ten-id-teǧǧiḍ ara,"common_voice_kab_23360145,common_voice_kab_23209170"
ur asent-ten-id-ttaken ara,"common_voice_kab_23341215,common_voice_kab_23107968"
ur asent-ten-id-ttakent ara,"common_voice_kab_23349831,common_voice_kab_23175906"
ur asent-ten-id-yemla ara,"common_voice_kab_22933178,common_voice_kab_22978540"
ur asent-ten-id-yettak ara,"common_voice_kab_23345846,common_voice_kab_23154504"
ur asent-ten-id-yuwi ara,"common_voice_kab_18307007,common_voice_kab_18427800,common_voice_kab_18799405,common_voice_kab_18942771,common_voice_kab_18474595"
ur asent-ten-id-yuɣ ara idlisen-nni i yessi-s,"common_voice_kab_18988663,common_voice_kab_18352581,common_voice_kab_18762486,common_voice_kab_18810974,common_voice_kab_18355795"
ur asent-ten-id-ǧǧan ara,"common_voice_kab_22968363,common_voice_kab_22920113"
ur asent-ten-id-ǧǧant ara,"common_voice_kab_22915019"
ur asent-tent-id-mlan ara,"common_voice_kab_22928645,common_voice_kab_22977557"
ur asent-tent-id-mlant ara,"common_voice_kab_23107391,common_voice_kab_23335173"
ur asent-tent-id-temla ara,"common_voice_kab_23359429,common_voice_kab_23171954"
ur asent-tent-id-temlam ara,"common_voice_kab_23363430,common_voice_kab_23218854"
ur asent-tent-id-temlamt ara,"common_voice_kab_23753115,common_voice_kab_23553001"
ur asent-tent-id-temliḍ ara,"common_voice_kab_23200073,common_voice_kab_23359866"
ur asent-tent-id-tettak ara,"common_voice_kab_23237430,common_voice_kab_22992976"
ur asent-tent-id-tettakem ara,"common_voice_kab_23591027,common_voice_kab_23684191"
ur asent-tent-id-tettakemt ara,"common_voice_kab_23963752,common_voice_kab_23661169"
ur asent-tent-id-tettakeḍ ara,"common_voice_kab_23558929,common_voice_kab_23640133"
ur asent-tent-id-teǧǧa ara,"common_voice_kab_23300425,common_voice_kab_23068321"
ur asent-tent-id-teǧǧam ara,"common_voice_kab_23349846,common_voice_kab_23221662"
ur asent-tent-id-teǧǧamt ara,"common_voice_kab_23396365,common_voice_kab_23604466"
ur asent-tent-id-teǧǧiḍ ara,"common_voice_kab_23010665,common_voice_kab_23316180"
ur asent-tent-id-ttaken ara,"common_voice_kab_23307844,common_voice_kab_23017676"
ur asent-tent-id-ttakent ara,"common_voice_kab_23441579,common_voice_kab_23724386"
ur asent-tent-id-yemla ara,"common_voice_kab_23010786,common_voice_kab_23237451"
ur asent-tent-id-yettak ara,"common_voice_kab_23218305,common_voice_kab_23360470"
ur asent-tent-id-yeǧǧa ara,"common_voice_kab_23086545,common_voice_kab_23303929"
ur asent-tent-id-yuwi ara,"common_voice_kab_18334996,common_voice_kab_18797602,common_voice_kab_18430787,common_voice_kab_18474626,common_voice_kab_18538286"
ur asent-tent-sseɛraqeɣ,"common_voice_kab_22983194,common_voice_kab_22932827"
ur asent-teǧǧiḍ acemma,"common_voice_kab_18251036,common_voice_kab_18298307,common_voice_kab_18409146,common_voice_kab_18248426,common_voice_kab_18275110,common_voice_kab_18170411,common_voice_kab_18265316,common_voice_kab_18516872"
ur asent-tt-id-mlant ara,"common_voice_kab_22962495,common_voice_kab_23369119"
ur asent-tt-id-temla ara,"common_voice_kab_23346255,common_voice_kab_22937602"
ur asent-tt-id-temlam ara,"common_voice_kab_22856916,common_voice_kab_22961571"
ur asent-tt-id-temlamt ara,"common_voice_kab_23010878,common_voice_kab_23299644"
ur asent-tt-id-temliḍ ara,"common_voice_kab_23371914,common_voice_kab_22920341,common_voice_kab_22920531"
ur asent-tt-id-tettak ara,"common_voice_kab_22941693,common_voice_kab_23363526"
ur asent-tt-id-tettakem ara,"common_voice_kab_23674254,common_voice_kab_23588859"
ur asent-tt-id-tettakemt ara,"common_voice_kab_23604172,common_voice_kab_23723249"
ur asent-tt-id-tettakeḍ ara,"common_voice_kab_23553799,common_voice_kab_23745602"
ur asent-tt-id-teǧǧa ara,"common_voice_kab_23363245,common_voice_kab_22947906"
ur asent-tt-id-teǧǧam ara,"common_voice_kab_22856840,common_voice_kab_22958192"
ur asent-tt-id-teǧǧamt ara,"common_voice_kab_23154357,common_voice_kab_23348429"
ur asent-tt-id-teǧǧiḍ ara,"common_voice_kab_22918702,common_voice_kab_22967989"
ur asent-tt-id-ttaken ara,"common_voice_kab_22948454,common_voice_kab_23364081"
ur asent-tt-id-ttakent ara,"common_voice_kab_23029436,common_voice_kab_23299643"
ur asent-tt-id-yettak ara,"common_voice_kab_22970508,common_voice_kab_22920487"
ur asent-tt-id-yeǧǧa ara,"common_voice_kab_23363348,common_voice_kab_22947989"
ur asent-tt-id-ǧǧant ara,"common_voice_kab_22944876,common_voice_kab_23372325"
ur asent-ttabdadeɣ,"common_voice_kab_20906221,common_voice_kab_20422780,common_voice_kab_20399163,common_voice_kab_21920030,common_voice_kab_20514827"
ur asent-ttak ara uṭṭun-im,"common_voice_kab_23296639,common_voice_kab_23016878"
ur asent-ttaket ara uḍḍun-inu,"common_voice_kab_23591963,common_voice_kab_23676109"
ur asent-ttakf ara uḍḍun-inu,"common_voice_kab_23745622,common_voice_kab_23536685"
ur asent-ttakreɣ idrimen-nsent,"common_voice_kab_23645420,common_voice_kab_23729137"
ur asent-ttalmeɣ tiqendyar-nsent,"common_voice_kab_33116178,common_voice_kab_33677558"
ur asent-ttandiɣ tifextin,"common_voice_kab_22974668,common_voice_kab_22925214"
ur asent-ttaniɣ acebbub-nsent,"common_voice_kab_23567005,common_voice_kab_23882685"
ur asent-ttarraɣ leqyud,"common_voice_kab_22941332,common_voice_kab_23359822"
ur asent-ttarraɣ leɛqaqer,"common_voice_kab_23335271,common_voice_kab_23154071"
ur asent-ttarraɣ tajmilt,"common_voice_kab_22972159,common_voice_kab_22922397"
ur asent-ttarraɣ tiqlaḍin,"common_voice_kab_22963581,common_voice_kab_23376945"
ur asent-ttaruɣ tiṣeddarin-nsent,"common_voice_kab_33488802,common_voice_kab_33046496"
ur asent-ttawyeɣ afecku-nsent,"common_voice_kab_23420692,common_voice_kab_23627914"
ur asent-ttawyeɣ iruka-nsent,"common_voice_kab_23411214,common_voice_kab_23618416"
ur asent-ttawḍeɣ tiqcicin-nsent,"common_voice_kab_25052923"
ur asent-ttawḍeɣ yessi-tsent,"common_voice_kab_23697244,common_voice_kab_23598648"
ur asent-ttaɣeɣ awal,"common_voice_kab_21526097,common_voice_kab_21436086,common_voice_kab_21464810,common_voice_kab_21546360"
ur asent-ttbeddileɣ amkan,"common_voice_kab_22909695,common_voice_kab_22962566"
ur asent-ttbeddileɣ iceḍḍiḍen,"common_voice_kab_23396329,common_voice_kab_23607802"
ur asent-ttbeddileɣ ismawen,"common_voice_kab_23352248,common_voice_kab_23171855"
ur asent-ttbeddileɣ ṛṛay-nsent,"common_voice_kab_23651221,common_voice_kab_23643343"
ur asent-ttbexxireɣ,"common_voice_kab_20833165,common_voice_kab_21860528,common_voice_kab_20856824,common_voice_kab_20814279,common_voice_kab_20881839"
ur asent-ttcewwileɣ ljiran-nsent,"common_voice_kab_34007369,common_voice_kab_33151241"
ur asent-ttcuffuɣ aqendur,"common_voice_kab_23363119,common_voice_kab_22948021"
ur asent-ttcuffuɣ ticifufin-nsent,"common_voice_kab_33747833,common_voice_kab_33118960"
ur asent-ttcuḥḥuɣ,"common_voice_kab_20897311,common_voice_kab_21900854,common_voice_kab_20521925,common_voice_kab_20421448,common_voice_kab_20399207"
ur asent-ttdawiɣ lmal-nsent,"common_voice_kab_23530260,common_voice_kab_23630525"
ur asent-ttedduɣ deg lebɣi,"common_voice_kab_23348397,common_voice_kab_23161781"
ur asent-ttekkseɣ icamiḍen,"common_voice_kab_23316785,common_voice_kab_23010493"
ur asent-ttekkseɣ imrigen,"common_voice_kab_23147699,common_voice_kab_23349232"
ur asent-ttekkseɣ irkasen-nsent,"common_voice_kab_28558698,common_voice_kab_24854607"
ur asent-ttekkseɣ ticekkalin,"common_voice_kab_23574461,common_voice_kab_23895232"
ur asent-ttekkseɣ tikbert,"common_voice_kab_22974729,common_voice_kab_22926526"
ur asent-ttekkseɣ tilelli-nsen,"common_voice_kab_23650074,common_voice_kab_23910279"
ur asent-ttekkseɣ ugur,"common_voice_kab_22387640,common_voice_kab_22399614"
ur asent-ttellseɣ akraren-nsent,"common_voice_kab_28678343,common_voice_kab_25022561"
ur asent-tteqqneɣ ifassen-nsent,"common_voice_kab_24839022,common_voice_kab_24922596"
ur asent-tteqqneɣ iysan-nsen,"common_voice_kab_23630172,common_voice_kab_23487629"
ur asent-tteqqneɣ tiṭṭawin-nsent,"common_voice_kab_33048811,common_voice_kab_33445714"
ur asent-ttesseɣ aman-nsent,"common_voice_kab_23623694,common_voice_kab_23428504"
ur asent-ttettleɣ ilufanen-nsent,"common_voice_kab_33151182,common_voice_kab_34003661"
ur asent-ttezririɣ i yessi-tsen,"common_voice_kab_26923002,common_voice_kab_24873289"
ur asent-ttezririɣ i yessi-tsent,"common_voice_kab_34568823"
ur asent-tteẓẓleɣ afus-inu,"common_voice_kab_23154053,common_voice_kab_23343654"
ur asent-tteẓẓuɣ isekla-nsent,"common_voice_kab_23639964,common_voice_kab_23441895"
ur asent-ttgeɣ adellel,"common_voice_kab_21843684,common_voice_kab_21821641,common_voice_kab_21887674,common_voice_kab_21866089,common_voice_kab_22304359"
ur asent-ttgeɣ aɣanen-nsent,"common_voice_kab_23992378,common_voice_kab_23543067"
ur asent-ttgeɣ cceṛ,"common_voice_kab_20858647,common_voice_kab_20818838,common_voice_kab_21999600,common_voice_kab_20942125,common_voice_kab_20835040"
ur asent-ttgeɣ ifadden,"common_voice_kab_22384534,common_voice_kab_22398738"
ur asent-ttgeɣ nnuba ad ssiwlent,"common_voice_kab_34007586,common_voice_kab_33156980"
ur asent-ttgeɣ tilisa,"common_voice_kab_21438984,common_voice_kab_22229920,common_voice_kab_21680423,common_voice_kab_21518253,common_voice_kab_21438766"
ur asent-tthenniɣ,"common_voice_kab_20505323,common_voice_kab_20420223,common_voice_kab_21867391,common_voice_kab_20529305"
ur asent-tthudduɣ axxam-nsent,"common_voice_kab_23605342,common_voice_kab_23389062"
ur asent-ttiniɣ tidet,"common_voice_kab_21431558,common_voice_kab_21909862,common_voice_kab_21474500,common_voice_kab_21686311,common_voice_kab_21518624"
ur asent-ttjewwiqeɣ,"common_voice_kab_20824844,common_voice_kab_20821683,common_voice_kab_21874451,common_voice_kab_20854843,common_voice_kab_20884865"
ur asent-ttjeyyireɣ iɣerban-nsent,"common_voice_kab_34232794,common_voice_kab_33134562"
ur asent-ttjeyyiḥeɣ arraw-nsent,"common_voice_kab_27619371,common_voice_kab_24839119"
ur asent-ttkemmileɣ axeddim-nsent,"common_voice_kab_33133218,common_voice_kab_33808892"
ur asent-ttkeyyifeɣ ddexxan-nsent,"common_voice_kab_33437683,common_voice_kab_32951478"
